dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle
A2017WSC4-16	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-17	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-18	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-19	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-20	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-21	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-22	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-23	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC4-24	IR131996	IR05N128/TEQING	F1	IR12N235	DP	IRBB66	RP		
A2017WSC40-01	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-02	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-03	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-04	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-05	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-06	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-07	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-08	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-09	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-10	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-11	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-12	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-13	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-14	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-15	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC40-16	IR132032	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1908	RP		
A2017WSC41-01	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-02	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-03	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-04	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-05	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-06	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-07	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-08	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-09	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-10	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-11	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-12	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-13	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-14	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-15	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC41-16	IR132033	IR05N412/IRRI123	F1	IR15A1659	DP	IR12N235	RP		
A2017WSC43-01	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-02	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-03	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-04	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-05	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-06	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-07	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-08	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-09	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-10	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-11	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-12	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-13	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-14	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-15	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-16	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-17	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-18	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-19	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-20	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-21	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-22	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-23	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC43-24	IR132035	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1029	RP		
A2017WSC44-01	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-02	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-03	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-04	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-05	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-06	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-07	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC44-08	IR132036	IR05N412/IRRI123	F1	IR15A1659	DP	IR15A1169	RP		
A2017WSC46-01	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-02	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-03	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-04	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-05	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-06	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-07	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC46-08	IR132038	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR12N235	RP		
A2017WSC48-01	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-02	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-03	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-04	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-05	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-06	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-07	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-08	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-09	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-10	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-11	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-12	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-13	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-14	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-15	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC48-16	IR132040	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1029	RP		
A2017WSC49-01	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-02	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-03	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-04	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-05	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-06	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-07	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC49-08	IR132041	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1169	RP		
A2017WSC50-01	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-02	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-03	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-04	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-05	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-06	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-07	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-08	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-09	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-10	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-11	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-12	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-13	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-14	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-15	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-16	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-17	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-18	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-19	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-20	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-21	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-22	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-23	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC50-24	IR132042	IR09N530/IR71676-90-2-2//IR09N542	F1	IR15A1751	DP	IR15A1659	RP		
A2017WSC53-01	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-02	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-03	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-04	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-05	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-06	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-07	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-08	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-09	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-10	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-11	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-12	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-13	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-14	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-15	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC53-16	IR132045	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1029	RP		
A2017WSC54-01	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-02	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-03	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-04	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-05	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-06	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-07	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-08	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-09	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-10	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-11	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC54-12	IR132046	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1169	RP		
A2017WSC56-01	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-02	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-03	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-04	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-05	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-06	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-07	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-08	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-09	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-10	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-11	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-12	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-13	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-14	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-15	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC56-16	IR132048	IRBB64/IR03A477//IRRI154	F1	IR15A1908	DP	IR15A1751	RP		
A2017WSC7-01	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-02	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-03	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-04	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-05	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-06	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-07	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-08	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-09	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-10	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-11	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC7-12	IR131999	IR10M244/IR67966-44-2-3-2//PAU201	F1	IR15A1169	DP	IRBB66	RP		
A2017WSC8-01	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-02	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-03	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-04	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-05	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-06	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-07	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
A2017WSC8-08	IR132000	IR05N412/IRRI123	F1	IR15A1659	DP	IRBL9-W	RP		
F2017WSC57-01	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-02	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-03	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-04	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-05	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-06	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-07	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-08	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-09	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-10	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-11	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-12	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-13	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-14	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-15	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-16	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-17	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-18	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-19	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-20	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-21	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-22	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-23	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC57-24	IR132069	KALARATA1-24/KHO//IR08N194	F1	IR15D1031	DP	IRBL9-W	RP		
F2017WSC59-01	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-02	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-03	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-04	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-05	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-06	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-07	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-08	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-09	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-10	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-11	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC59-12	IR132062	IR99164/GSRIR1-8-S6-S3-Y2	F1	IR15D1057	DP	IRBB66	RP		
F2017WSC60-01	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-02	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-03	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-04	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-05	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-06	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-07	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-08	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-09	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-10	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-11	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-12	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-13	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-14	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
F2017WSC60-15	IR132049	IRRI154/MAZHAN(RED)//IR08N194	F1	IR15D1023	DP	NERICA4	RP		
